"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg","NP_X"
"213","yqjC",0,1,0,0,0,0,0,0,0,0,0,0,0
"214","recA",0,1,0,0,0,0,0,0,0,0,0,0,0
"215","speA",0,1,0,0,0,0,0,0,0,0,0,0,0
"216","speD",0,1,0,0,0,0,0,0,0,0,0,0,0
"217","uvrY",1,0,0,0,0,0,0,0,0,0,1,0,0
"218","yciI",0,1,0,0,0,0,0,0,0,0,0,0,0
"219","ygiC",1,0,0,0,0,0,0,0,0,0,1,0,0
"220","yqgB",0,1,0,0,0,0,0,0,0,0,0,0,0
"221","tap",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"222","tar",1,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0
"223","tsr",1,0,0,0,0,0,0,0,0,0,1,0,0
"224","tsx",1,0,0,0,0,0,0,0,0,0,1,0,0
"225","ybjX",0,1,0,0,0,0,0,0,0,0,0,0,0
"226","yffB",0,1,0,0,0,0,0,0,0,0,0,0,0
"227","ykfB",0,1,0,0,0,0,0,0,0,0,0,0,0
"228","ymdA",1,0,0.0833333333333333,0,0,0.333333333333333,0,0,0,0,0.583333333333333,0,0
"229","zntR",1,0,0,0,0,0,0,0,0,0,1,0,0
"230","fucK",1,0,0,0,0,0,0,0,0,0,1,0,0
"231","gpsA",0,1,0,0,0,0,0,0,0,0,0,0,0
"232","hslR",0,1,0,0,0,0,0,0,0,0,0,0,0
"233","hupA",1,0,0,0,0,0,0,0,0,0,1,0,0
"234","phoB",0,1,0,0,0,0,0,0,0,0,0,0,0
"235","aceE",1,0,0,0,0,0,0,0,0,0.1,0.9,0,0
"236","cyoA",1,0,0,0.0487804878048781,0,0,0,0,0,0.024390243902439,0.926829268292683,0,0
"237","cyoC",1,0,0,0.0487804878048781,0,0,0,0,0,0.024390243902439,0.926829268292683,0,0
"238","cyoD",1,0,0,0.0487804878048781,0,0,0,0,0,0.024390243902439,0.926829268292683,0,0
"239","dsbB",0,1,0,0,0,0,0,0,0,0,0,0,0
"240","gnd",1,0,0,0,0,0,0,0,0,0,1,0,0
"241","gpt",0,1,0,0,0,0,0,0,0,0,0,0,0
"242","guaA",1,0,0,0,0,0,0,0,0,0,1,0,0
"243","hha",1,0,0,0,0,0,0,0,0,0,1,0,0
