"","V1","FFL","No_FFL","ID_A_N","ID_A_P","ID_D_N","ID_D_N.1","II_A_N","II_A_P","II_D_N","II_D_N.1"
"1754","ahpF",1,0,0,0.75,0,0,0,0,0.25,0
"1755","yfcF",0,1,0,0,0,0,0,0,0,0
"1756","ahpC",1,0,0,0.5,0,0,0,0,0.5,0
"1757","recN",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"1758","nfo",1,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0
"1759","hscA",0,1,0,0,0,0,0,0,0,0
"1760","iscX",0,1,0,0,0,0,0,0,0,0
"1761","gshB",0,1,0,0,0,0,0,0,0,0
"1762","cbl",1,0,0,0.6,0,0,0,0.2,0.2,0
"1763","cysC",1,0,0,1,0,0,0,0,0,0
"1764","cysH",1,0,0,0.5,0,0,0,0.5,0,0
"1765","cysA",1,0,0,0.5,0,0,0,0,0.5,0
"1766","cysW",1,0,0,0.5,0,0,0,0,0.5,0
"1767","tcyJ",1,0,0.0606060606060606,0.303030303030303,0.0303030303030303,0.363636363636364,0.121212121212121,0,0.121212121212121,0
"1768","pepB",0,1,0,0,0,0,0,0,0,0
"1769","bhsA",1,0,0,0.4,0,0,0.2,0,0.2,0.2
"1770","ldtC",1,0,0,1,0,0,0,0,0,0
"1771","comR",0,1,0,0,0,0,0,0,0,0
"1772","mcbA",0,1,0,0,0,0,0,0,0,0
"1773","groS",1,0,0,0.4,0.2,0,0,0,0.2,0.2
"1774","hslU",0,1,0,0,0,0,0,0,0,0
"1775","groL",1,0,0,1,0,0,0,0,0,0
"1776","kefC",0,1,0,0,0,0,0,0,0,0
"1777","tcyN",0,1,0,0,0,0,0,0,0,0
"1778","msrP",1,0,0,1,0,0,0,0,0,0
"1779","msrQ",1,0,0,1,0,0,0,0,0,0
"1780","ybjC",1,0,0,0.571428571428571,0,0,0,0.285714285714286,0.142857142857143,0
"1781","cynT",1,0,0,0.5,0,0.5,0,0,0,0
"1782","cynS",1,0,0,1,0,0,0,0,0,0
"1783","cynX",1,0,0,1,0,0,0,0,0,0
"1784","yqhG",0,1,0,0,0,0,0,0,0,0
"1785","arnB",0,1,0,0,0,0,0,0,0,0
"1786","yjcH",1,0,0.166666666666667,0.166666666666667,0,0.0833333333333333,0.166666666666667,0.0833333333333333,0.333333333333333,0
"1787","trpC",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1788","cspB",0,1,0,0,0,0,0,0,0,0
"1789","ygeY",0,1,0,0,0,0,0,0,0,0
"1790","hyuA",0,1,0,0,0,0,0,0,0,0
"1791","xdhD",0,1,0,0,0,0,0,0,0,0
"1792","flu",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"1793","ygfM",0,1,0,0,0,0,0,0,0,0
"1794","mokA",0,1,0,0,0,0,0,0,0,0
"1795","ygeX",0,1,0,0,0,0,0,0,0,0
"1796","fimC",1,0,0,0.5,0,0,0,0.5,0,0
"1797","cspB",0,1,0,0,0,0,0,0,0,0
"1798","fimA",1,0,0,0.5,0,0,0,0.5,0,0
"1799","fimF",1,0,0,0.5,0,0,0,0.5,0,0
"1800","fimI",1,0,0,0.5,0,0,0,0.5,0,0
"1801","ygaY",0,1,0,0,0,0,0,0,0,0
"1802","ttcC",0,1,0,0,0,0,0,0,0,0
"1803","ompF",1,0,0,0.357142857142857,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.142857142857143,0.285714285714286,0
"1804","puuA",1,0,0,0,0,0.25,0.5,0,0.25,0
"1805","ilvN",1,0,0,1,0,0,0,0,0,0
"1806","yceK",0,1,0,0,0,0,0,0,0,0
"1807","uspG",0,1,0,0,0,0,0,0,0,0
"1808","xanP",0,1,0,0,0,0,0,0,0,0
"1809","ymdF",0,1,0,0,0,0,0,0,0,0
"1810","cbpM",1,0,0,0.5,0,0,0,0,0.5,0
"1811","gadE",1,0,0.03125,0.53125,0,0.1875,0,0.125,0.125,0
"1812","yncL",0,1,0,0,0,0,0,0,0,0
"1813","srlR",1,0,0,1,0,0,0,0,0,0
"1814","srlB",1,0,0,0.5,0,0.1,0,0,0.4,0
"1815","srlE",1,0,0,0.5,0,0.1,0,0,0.4,0
"1816","glnL",1,0,0,0.75,0,0,0,0.25,0,0
"1817","metH",1,0,0,0,0,0,0,0,1,0
"1818","cheR",0,1,0,0,0,0,0,0,0,0
"1819","yjiA",0,1,0,0,0,0,0,0,0,0
"1820","hslJ",1,0,0,0,0,0,0,0,1,0
"1821","rcsA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.166666666666667,0.166666666666667
"1822","wcaF",0,1,0,0,0,0,0,0,0,0
"1823","waaH",1,0,0,1,0,0,0,0,0,0
"1824","ytfF",0,1,0,0,0,0,0,0,0,0
"1825","cheW",0,1,0,0,0,0,0,0,0,0
"1826","btsT",1,0,0,0,0,0,0,0.5,0.5,0
"1827","recA",1,0,0,0,0,0.5,0,0,0.5,0
"1828","hyfD",1,0,0,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667
"1829","nrfD",1,0,0,0.75,0,0,0,0,0.25,0
"1830","rutD",1,0,0,1,0,0,0,0,0,0
"1831","fadR",1,0,0,0,0,0.5,0,0,0.5,0
"1832","aas",0,1,0,0,0,0,0,0,0,0
"1833","trmJ",0,1,0,0,0,0,0,0,0,0
"1834","tmk",0,1,0,0,0,0,0,0,0,0
"1835","fadR",1,0,0,0,0,0.5,0,0,0.5,0
"1836","pspF",0,1,0,0,0,0,0,0,0,0
"1837","mlrA",1,0,0,0.5,0,0,0,0,0.5,0
"1838","yfaX",0,1,0,0,0,0,0,0,0,0
"1839","oxyR",1,0,0,0.75,0,0,0,0.25,0,0
"1840","btsT",1,0,0,0,0,0,0,0.5,0.5,0
"1841","glnQ",1,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"1842","oppD",1,0,0.5,0,0,0,0.5,0,0,0
"1843","ddpF",1,0,0,1,0,0,0,0,0,0
"1844","ydeN",1,0,0,0.25,0,0,0,0,0.75,0
"1845","yeaV",0,1,0,0,0,0,0,0,0,0
"1846","fruB",0,1,0,0,0,0,0,0,0,0
"1847","focB",1,0,0,0.666666666666667,0,0.166666666666667,0,0,0,0.166666666666667
"1848","lgoT",0,1,0,0,0,0,0,0,0,0
"1849","ivy",0,1,0,0,0,0,0,0,0,0
"1850","yaiY",1,0,0,0,0,0.5,0,0,0.5,0
"1851","ldtB",0,1,0,0,0,0,0,0,0,0
"1852","ycfJ",0,1,0,0,0,0,0,0,0,0
"1853","yciG",0,1,0,0,0,0,0,0,0,0
"1854","ydcF",0,1,0,0,0,0,0,0,0,0
"1855","mgrB",0,1,0,0,0,0,0,0,0,0
"1856","letB",0,1,0,0,0,0,0,0,0,0
"1857","yodD",0,1,0,0,0,0,0,0,0,0
"1858","rcsD",1,0,0,0,0,0,0,0,1,0
"1859","hda",0,1,0,0,0,0,0,0,0,0
"1860","pgpC",0,1,0,0,0,0,0,0,0,0
"1861","kbp",1,0,0,1,0,0,0,0,0,0
"1862","ygaP",0,1,0,0,0,0,0,0,0,0
"1863","lplT",0,1,0,0,0,0,0,0,0,0
"1864","yhdN",0,1,0,0,0,0,0,0,0,0
"1865","yhiJ",0,1,0,0,0,0,0,0,0,0
"1866","yicN",0,1,0,0,0,0,0,0,0,0
"1867","psiE",1,0,0,0.5,0,0,0,0,0.5,0
"1868","yjcB",0,1,0,0,0,0,0,0,0,0
"1869","pdeC",0,1,0,0,0,0,0,0,0,0
"1870","yjeJ",0,1,0,0,0,0,0,0,0,0
"1871","qorB",0,1,0,0,0,0,0,0,0,0
"1872","bglJ",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1873","hisC",0,1,0,0,0,0,0,0,0,0
"1874","livK",0,1,0,0,0,0,0,0,0,0
"1875","lysC",0,1,0,0,0,0,0,0,0,0
"1876","tesA",0,1,0,0,0,0,0,0,0,0
"1877","trpD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1878","tcyL",0,1,0,0,0,0,0,0,0,0
"1879","garD",0,1,0,0,0,0,0,0,0,0
"1880","garL",1,0,0,0.25,0,0.25,0,0,0.5,0
"1881","sgbH",1,0,0,0.3,0.2,0,0,0.4,0.1,0
"1882","uxuB",1,0,0,0.111111111111111,0.111111111111111,0,0.222222222222222,0,0.555555555555556,0
"1883","fliQ",1,0,0,1,0,0,0,0,0,0
"1884","nmpC",0,1,0,0,0,0,0,0,0,0
"1885","btuB",1,0,0,0,0,0,0,0,1,0
"1886","hsdR",0,1,0,0,0,0,0,0,0,0
"1887","hcxB",0,1,0,0,0,0,0,0,0,0
"1888","rihA",0,1,0,0,0,0,0,0,0,0
"1889","rihC",0,1,0,0,0,0,0,0,0,0
"1890","ccmC",1,0,0,0.5,0.166666666666667,0,0,0,0.333333333333333,0
"1891","nohD",0,1,0,0,0,0,0,0,0,0
"1892","sbcB",0,1,0,0,0,0,0,0,0,0
"1893","insH10",0,1,0,0,0,0,0,0,0,0
"1894","insH11",0,1,0,0,0,0,0,0,0,0
"1895","insH3",0,1,0,0,0,0,0,0,0,0
"1896","insH4",0,1,0,0,0,0,0,0,0,0
"1897","insH5",0,1,0,0,0,0,0,0,0,0
"1898","insH6",0,1,0,0,0,0,0,0,0,0
"1899","insH7",0,1,0,0,0,0,0,0,0,0
"1900","insH8",0,1,0,0,0,0,0,0,0,0
"1901","insH9",0,1,0,0,0,0,0,0,0,0
"1902","dgcT",1,0,0,0,0,0,0,0,1,0
"1903","fabR",0,1,0,0,0,0,0,0,0,0
"1904","grcA",1,0,0,0.375,0,0,0,0.125,0.5,0
"1905","cdaR",0,1,0,0,0,0,0,0,0,0
"1906","pppA",0,1,0,0,0,0,0,0,0,0
"1907","borD",1,0,0,0,0,0.5,0,0,0.5,0
"1908","yddB",0,1,0,0,0,0,0,0,0,0
"1909","dcyD",0,1,0,0,0,0,0,0,0,0
"1910","alaE",0,1,0,0,0,0,0,0,0,0
"1911","yhcE",0,1,0,0,0,0,0,0,0,0
"1912","yijD",0,1,0,0,0,0,0,0,0,0
"1913","iraD",1,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0.571428571428571,0
"1914","ymfL",0,1,0,0,0,0,0,0,0,0
"1915","betI",1,0,0,0,0,0,0,0,1,0
"1916","crcB",0,1,0,0,0,0,0,0,0,0
"1917","feoA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1918","fimB",1,0,0,0.272727272727273,0,0.0909090909090909,0,0.454545454545455,0.181818181818182,0
"1919","lrp",1,0,0,0.1,0,0.1,0.2,0,0.5,0.1
"1920","nlpD",0,1,0,0,0,0,0,0,0,0
"1921","relB",1,0,0,0,0,0,0,0,1,0
"1922","relE",1,0,0,0,0,0,0,0,1,0
"1923","ruvA",0,1,0,0,0,0,0,0,0,0
"1924","sdiA",1,0,0,0.5,0,0,0,0,0.5,0
"1925","yajI",0,1,0,0,0,0,0,0,0,0
"1926","ybbC",0,1,0,0,0,0,0,0,0,0
"1927","ybcW",0,1,0,0,0,0,0,0,0,0
"1928","ycgJ",0,1,0,0,0,0,0,0,0,0
"1929","ycgL",0,1,0,0,0,0,0,0,0,0
"1930","ycgZ",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1931","ychE",0,1,0,0,0,0,0,0,0,0
"1932","ydcD",0,1,0,0,0,0,0,0,0,0
"1933","yefM",1,0,0,0,0,0,0,0,1,0
"1934","yffB",1,0,0,1,0,0,0,0,0,0
"1935","ygaC",1,0,0,0,0,0,1,0,0,0
"1936","yhhX",0,1,0,0,0,0,0,0,0,0
"1937","yicG",0,1,0,0,0,0,0,0,0,0
"1938","yiiF",0,1,0,0,0,0,0,0,0,0
"1939","ykfB",0,1,0,0,0,0,0,0,0,0
"1940","eno",1,0,0,1,0,0,0,0,0,0
"1941","fliF",1,0,0,0.625,0,0.125,0,0,0.25,0
"1942","fliG",1,0,0,0.625,0,0.125,0,0,0.25,0
"1943","fliN",1,0,0,1,0,0,0,0,0,0
"1944","fliP",1,0,0,1,0,0,0,0,0,0
"1945","gatZ",1,0,0,0.5,0,0,0,0,0.5,0
"1946","gpsA",1,0,0,1,0,0,0,0,0,0
"1947","lspA",1,0,0,1,0,0,0,0,0,0
"1948","nuoC",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1949","nuoE",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1950","nuoF",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"1951","pgk",1,0,0,0.5,0,0,0,0.25,0,0.25
"1952","ptsH",1,0,0,0.4,0,0,0,0,0.6,0
"1953","rfbX",0,1,0,0,0,0,0,0,0,0
"1954","rne",0,1,0,0,0,0,0,0,0,0
"1955","thyA",0,1,0,0,0,0,0,0,0,0
"1956","tktA",0,1,0,0,0,0,0,0,0,0
"1957","ybiW",0,1,0,0,0,0,0,0,0,0
"1958","yedF",0,1,0,0,0,0,0,0,0,0
"1959","yraQ",0,1,0,0,0,0,0,0,0,0
"1960","accD",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1961","agaR",0,1,0,0,0,0,0,0,0,0
"1962","allR",0,1,0,0,0,0,0,0,0,0
"1963","chpS",0,1,0,0,0,0,0,0,0,0
"1964","cobU",0,1,0,0,0,0,0,0,0,0
"1965","corA",0,1,0,0,0,0,0,0,0,0
"1966","creA",1,0,0,0.5,0,0,0,0,0.5,0
"1967","cspD",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"1968","cybB",0,1,0,0,0,0,0,0,0,0
"1969","dicA",0,1,0,0,0,0,0,0,0,0
"1970","dsrB",0,1,0,0,0,0,0,0,0,0
"1971","dtd",0,1,0,0,0,0,0,0,0,0
"1972","flxA",0,1,0,0,0,0,0,0,0,0
"1973","ftsE",0,1,0,0,0,0,0,0,0,0
"1974","ftsY",0,1,0,0,0,0,0,0,0,0
"1975","galM",1,0,0,0.333333333333333,0,0,0,0,0.666666666666667,0
"1976","hipB",1,0,0,0.166666666666667,0,0,0,0.333333333333333,0.5,0
"1977","hisL",0,1,0,0,0,0,0,0,0,0
"1978","intF",0,1,0,0,0,0,0,0,0,0
"1979","mobA",0,1,0,0,0,0,0,0,0,0
"1980","mobB",0,1,0,0,0,0,0,0,0,0
"1981","ogrK",0,1,0,0,0,0,0,0,0,0
"1982","panD",1,0,0,0,0,0,0,0,1,0
"1983","pdxJ",0,1,0,0,0,0,0,0,0,0
"1984","pheM",0,1,0,0,0,0,0,0,0,0
"1985","pmrD",0,1,0,0,0,0,0,0,0,0
"1986","ssb",1,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0
"1987","sulA",1,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0
"1988","tfaS",0,1,0,0,0,0,0,0,0,0
"1989","umuD",1,0,0,0,0,0.5,0,0,0.5,0
"1990","yacC",0,1,0,0,0,0,0,0,0,0
"1991","yciN",0,1,0,0,0,0,0,0,0,0
"1992","yebG",1,0,0,0,0,0.5,0,0,0.5,0
"1993","yedJ",0,1,0,0,0,0,0,0,0,0
"1994","yeiS",0,1,0,0,0,0,0,0,0,0
"1995","yfdK",0,1,0,0,0,0,0,0,0,0
"1996","yhaJ",0,1,0,0,0,0,0,0,0,0
"1997","yhbP",0,1,0,0,0,0,0,0,0,0
"1998","yhhM",0,1,0,0,0,0,0,0,0,0
"1999","yhiI",0,1,0,0,0,0,0,0,0,0
"2000","yibL",0,1,0,0,0,0,0,0,0,0
"2001","yidB",0,1,0,0,0,0,0,0,0,0
"2002","yifN",0,1,0,0,0,0,0,0,0,0
"2003","yihD",0,1,0,0,0,0,0,0,0,0
"2004","yjaG",0,1,0,0,0,0,0,0,0,0
"2005","yjbD",0,1,0,0,0,0,0,0,0,0
"2006","yjbQ",1,0,0.25,0,0,0,0.25,0,0.25,0.25
"2007","yjdJ",0,1,0,0,0,0,0,0,0,0
"2008","yjhD",0,1,0,0,0,0,0,0,0,0
"2009","yjjX",0,1,0,0,0,0,0,0,0,0
"2010","ykgJ",0,1,0,0,0,0,0,0,0,0
"2011","ymfK",0,1,0,0,0,0,0,0,0,0
"2012","ymgA",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"2013","ynjH",1,0,0,0,0,0.5,0,0,0.5,0
"2014","yoaF",0,1,0,0,0,0,0,0,0,0
"2015","yoaH",0,1,0,0,0,0,0,0,0,0
"2016","yrdA",0,1,0,0,0,0,0,0,0,0
"2017","zipA",0,1,0,0,0,0,0,0,0,0
"2018","zntR",0,1,0,0,0,0,0,0,0,0
"2019","aceE",1,0,0,0.181818181818182,0,0.0909090909090909,0.181818181818182,0.0909090909090909,0.363636363636364,0.0909090909090909
"2020","alaT",1,0,0,0.428571428571429,0,0.285714285714286,0,0,0.285714285714286,0
"2021","alaU",1,0,0,0.5,0,0.333333333333333,0,0,0.166666666666667,0
"2022","alaX",1,0,0,1,0,0,0,0,0,0
"2023","ansA",0,1,0,0,0,0,0,0,0,0
"2024","argQ",0,1,0,0,0,0,0,0,0,0
"2025","argZ",0,1,0,0,0,0,0,0,0,0
"2026","artI",1,0,0,0.5,0,0,0,0,0.5,0
"2027","artP",1,0,0,0.5,0,0,0,0,0.5,0
"2028","cheB",0,1,0,0,0,0,0,0,0,0
"2029","cheZ",0,1,0,0,0,0,0,0,0,0
"2030","fbaA",1,0,0,0.5,0,0,0,0.25,0,0.25
"2031","fliD",1,0,0,1,0,0,0,0,0,0
"2032","fliI",1,0,0,0.625,0,0.125,0,0,0.25,0
"2033","fliJ",1,0,0,0.625,0,0.125,0,0,0.25,0
"2034","fliK",1,0,0,0.625,0,0.125,0,0,0.25,0
"2035","fliL",1,0,0,1,0,0,0,0,0,0
"2036","fliM",1,0,0,1,0,0,0,0,0,0
"2037","fliO",1,0,0,1,0,0,0,0,0,0
"2038","fliS",1,0,0,1,0,0,0,0,0,0
"2039","fliT",1,0,0,1,0,0,0,0,0,0
"2040","gatA",1,0,0,0.5,0,0,0,0,0.5,0
"2041","gatB",1,0,0,0.5,0,0,0,0,0.5,0
"2042","glnS",1,0,0,1,0,0,0,0,0,0
"2043","glnW",1,0,0,1,0,0,0,0,0,0
"2044","gltT",1,0,0,0.3,0,0.2,0.1,0,0.4,0
"2045","gltU",1,0,0,0.428571428571429,0,0.285714285714286,0,0,0.285714285714286,0
"2046","gltV",1,0,0,0.5,0,0.333333333333333,0,0,0.166666666666667,0
"2047","gltW",1,0,0,0.5,0,0.333333333333333,0,0,0.166666666666667,0
"2048","gnd",1,0,0,0.25,0,0,0.25,0,0.5,0
"2049","ileT",1,0,0,0.428571428571429,0,0.285714285714286,0,0,0.285714285714286,0
"2050","ileU",1,0,0,0.5,0,0.333333333333333,0,0,0.166666666666667,0
"2051","leuW",1,0,0,1,0,0,0,0,0,0
"2052","lpxD",1,0,0,0,0,0,0,1,0,0
"2053","lysQ",0,1,0,0,0,0,0,0,0,0
"2054","lysT",1,0,0,1,0,0,0,0,0,0
"2055","lysW",1,0,0,1,0,0,0,0,0,0
"2056","lysY",0,1,0,0,0,0,0,0,0,0
"2057","lysZ",0,1,0,0,0,0,0,0,0,0
"2058","malE",1,0,0,0.636363636363636,0,0,0,0.181818181818182,0.181818181818182,0
"2059","metT",1,0,0,0.5,0,0,0,0,0.5,0
"2060","metU",1,0,0,1,0,0,0,0,0,0
"2061","nuoA",1,0,0.125,0.125,0,0.0625,0.1875,0,0.375,0.125
"2062","nuoB",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"2063","nuoG",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"2064","nuoI",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"2065","nuoL",1,0,0.142857142857143,0.142857142857143,0,0.0714285714285714,0.214285714285714,0,0.285714285714286,0.142857142857143
"2066","oppA",1,0,0,0,0.25,0.25,0.25,0,0,0.25
"2067","oppC",1,0,0.4,0,0,0,0.6,0,0,0
"2068","pepQ",0,1,0,0,0,0,0,0,0,0
"2069","potC",0,1,0,0,0,0,0,0,0,0
"2070","potD",0,1,0,0,0,0,0,0,0,0
"2071","pssA",0,1,0,0,0,0,0,0,0,0
"2072","rfaD",1,0,0,1,0,0,0,0,0,0
"2073","ribE",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"2074","serT",1,0,0,1,0,0,0,0,0,0
"2075","tap",0,1,0,0,0,0,0,0,0,0
"2076","tar",0,1,0,0,0,0,0,0,0,0
"2077","thrV",1,0,0,0.5,0,0.333333333333333,0,0,0.166666666666667,0
"2078","tsr",1,0,0,0.5,0,0,0,0,0.5,0
"2079","tyrT",1,0,0,1,0,0,0,0,0,0
"2080","tyrV",1,0,0,1,0,0,0,0,0,0
"2081","yfdH",0,1,0,0,0,0,0,0,0,0
"2082","pyrL",0,1,0,0,0,0,0,0,0,0
"2083","yfaZ",0,1,0,0,0,0,0,0,0,0
"2084","ampD",0,1,0,0,0,0,0,0,0,0
"2085","cueR",0,1,0,0,0,0,0,0,0,0
"2086","intR",0,1,0,0,0,0,0,0,0,0
"2087","priC",0,1,0,0,0,0,0,0,0,0
"2088","seqA",0,1,0,0,0,0,0,0,0,0
"2089","yajG",0,1,0,0,0,0,0,0,0,0
"2090","ytfP",0,1,0,0,0,0,0,0,0,0
"2091","tauB",1,0,0,1,0,0,0,0,0,0
"2092","csgA",1,0,0,0.461538461538462,0.0769230769230769,0.230769230769231,0,0,0.230769230769231,0
"2093","csgD",1,0,0.0930232558139535,0.255813953488372,0.0465116279069767,0.116279069767442,0.0465116279069767,0.13953488372093,0.27906976744186,0.0232558139534884
"2094","csgF",1,0,0.0571428571428571,0.314285714285714,0.0428571428571429,0.285714285714286,0.0285714285714286,0.0857142857142857,0.171428571428571,0.0142857142857143
"2095","csgG",1,0,0.0571428571428571,0.314285714285714,0.0428571428571429,0.285714285714286,0.0285714285714286,0.0857142857142857,0.171428571428571,0.0142857142857143
"2096","iraP",1,0,0,0.3,0,0.3,0,0.1,0.2,0.1
"2097","yccT",1,0,0,0,0,0,0,0,0,1
"2098","gadC",1,0,0.0666666666666667,0.433333333333333,0,0.3,0.0333333333333333,0,0.166666666666667,0
"2099","gadF",1,0,0.0238095238095238,0.619047619047619,0,0.214285714285714,0,0.0476190476190476,0.0952380952380952,0
"2100","gltB",1,0,0.0357142857142857,0.321428571428571,0,0.178571428571429,0.107142857142857,0.0714285714285714,0.25,0.0357142857142857
"2101","gltD",1,0,0.0357142857142857,0.321428571428571,0,0.178571428571429,0.107142857142857,0.0714285714285714,0.25,0.0357142857142857
"2102","mdtE",1,0,0.0263157894736842,0.578947368421052,0,0.236842105263158,0,0.0526315789473684,0.105263157894737,0
"2103","mdtF",1,0,0.0285714285714286,0.6,0,0.257142857142857,0,0,0.114285714285714,0
"2104","yhiD",1,0,0.0555555555555556,0.444444444444445,0,0.166666666666667,0.0555555555555556,0,0.277777777777778,0
"2105","dctR",1,0,0,0.454545454545455,0.0454545454545455,0.181818181818182,0.0454545454545455,0,0.227272727272727,0.0454545454545455
"2106","glsA",1,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0
"2107","appC",1,0,0,0.666666666666667,0,0,0,0.111111111111111,0.222222222222222,0
"2108","appX",1,0,0,0.857142857142857,0,0,0,0.142857142857143,0,0
"2109","hyaB",1,0,0,0.6,0,0,0,0.1,0.3,0
"2110","hyaC",1,0,0,0.6,0,0,0,0.1,0.3,0
"2111","hyaD",1,0,0,0.6,0,0,0,0.1,0.3,0
"2112","hyaE",1,0,0,0.6,0,0,0,0.1,0.3,0
"2113","hyaF",1,0,0,0.6,0,0,0,0.1,0.3,0
"2114","fliA",1,0,0.1,0.25,0.05,0.3,0.15,0,0.15,0
"2115","fliE",1,0,0,0.714285714285714,0,0.142857142857143,0,0,0.142857142857143,0
"2116","fliH",1,0,0,0.625,0,0.125,0,0,0.25,0
"2117","fliZ",1,0,0.0666666666666667,0.3,0.0333333333333333,0.4,0.1,0,0.1,0
"2118","ttdR",0,1,0,0,0,0,0,0,0,0
"2119","glcA",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"2120","glcG",1,0,0,0.285714285714286,0,0.142857142857143,0,0.285714285714286,0.285714285714286,0
"2121","mhpA",1,0,0,1,0,0,0,0,0,0
"2122","fdnG",1,0,0,1,0,0,0,0,0,0
"2123","hcr",1,0,0,0,0,0,0,1,0,0
"2124","nrfA",1,0,0,0.75,0,0,0,0,0.25,0
"2125","ddpA",1,0,0,1,0,0,0,0,0,0
"2126","ddpB",1,0,0,1,0,0,0,0,0,0
"2127","ddpD",1,0,0,1,0,0,0,0,0,0
"2128","glnG",1,0,0,1,0,0,0,0,0,0
"2129","hisP",1,0,0,0.8,0,0,0,0,0.2,0
"2130","patA",1,0,0,1,0,0,0,0,0,0
"2131","potF",1,0,0.5,0.5,0,0,0,0,0,0
"2132","potG",1,0,0,1,0,0,0,0,0,0
"2133","pdeL",1,0,0,0,0,0,0,0,1,0
"2134","appA",1,0,0,0.857142857142857,0,0,0,0.142857142857143,0,0
"2135","appB",1,0,0,0.857142857142857,0,0,0,0.142857142857143,0,0
"2136","caiD",1,0,0,0.666666666666667,0,0.111111111111111,0,0.111111111111111,0.111111111111111,0
